AppID,AppDescription,AppPermission
com.google.android.calendar,"Get the official Google Calendar app for your Android phone and tablet to save time and make the most of every day.
• Different ways to view your calendar - Quickly switch between month, week and day view.
• Events from Gmail - Flight, hotel, concert, restaurant reservations and more are added to your calendar automatically.
• Tasks - Create, manage, and view your tasks alongside your events in Calendar
• All your calendars in one place - Google Calendar works with all calendars on your phone, including Exchange.","read the contents of your USB storage,modify or delete the contents of your USB storage,directly call phone numbers,add or remove accounts,find accounts on the device,read your contacts,find accounts on the device,approximate location (network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,add or modify calendar events and send email to guests without owners' knowledge,read calendar events plus confidential information,view network connections,prevent device from sleeping,pair with Bluetooth devices,access Bluetooth settings,run at startup,toggle sync on and off,full network access,control vibration,measure app storage space,read sync settings,use accounts on the device,read Google service configuration"
com.google.android.apps.messaging,"Meet Messages, Google's official app for texting (SMS, MMS) and chat (RCS). Message anyone from anywhere with the reliability of texting and the richness of chat. Stay in touch with friends and family, send group texts, and share your favorite pictures, GIFs, emoji, stickers, videos and audio messages.
Chat features (RCS)
On supported carriers, you can send and receive messages over Wi-Fi or your data network, see when friends are typing or when they have read your message, share images and videos in high quality, and more.
Clean, intuitive, and comfortable design
Instant notifications, smart replies and a fresh new design make communicating faster and more fun. With dark mode, you can use Messages comfortably in low-light situations.
Easy sharing
Select or take pictures and videos directly from the app and share easily. You can even send audio messages to your contacts.
Richer conversations
Send audio messages, emoji, stickers, or your location. You can also send and receive payments with Google Pay.
Powerful search
Now you can find more of the content shared in your conversations: tap on the search icon and select a specific contact to see your messaging history with them and all the photos, videos, addresses or links you shared with each other.
Messages is supported on devices running Android™ 5.0 Lollipop and above.","read your contacts,modify your contacts,read your own contact card,modify or delete the contents of your USB storage,read the contents of your USB storage,directly call phone numbers,read phone status and identity,approximate location (network-based),precise location (GPS and network-based),record audio,modify or delete the contents of your USB storage,read the contents of your USB storage,read your text messages (SMS or MMS),receive text messages (MMS),receive text messages (WAP),receive text messages (SMS),send SMS messages,edit your text messages (SMS or MMS),take pictures and videos,read phone status and identity,view network connections,change network connectivity,control vibration,read Google service configuration,measure app storage space,full network access,run at startup,prevent device from sleeping"
com.google.android.apps.docs.editors.sheets,"Create, edit and collaborate with others on spreadsheets from your Android phone or tablet with the Google Sheets app. With Sheets, you can:

- Create new spreadsheets or edit existing files
- Share spreadsheets and collaborate in the same spreadsheet at the same time.
- Work anywhere, anytime - even offline
- Add and respond to comments.
- Format cells, enter or sort data, view charts, insert formulas, use find/replace and more.
- Never worry about losing your work – everything is saved automatically as you type.
- Get insights, instantly, quickly insert charts and apply formatting in one tap - with Explore. 
- Open, edit and save Excel files.

Permissions Notice
Contacts:  This is used to give suggestions of people to add to files and share with.
Storage:  This is used to save and open files on USB or SD storage.","read the contents of your USB storage,modify or delete the contents of your USB storage,add or remove accounts,find accounts on the device,read your contacts,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,view network connections,prevent device from sleeping,toggle sync on and off,full network access,control vibration,measure app storage space,read sync settings,use accounts on the device,install shortcuts,read Google service configuration"
com.google.android.apps.chromecast.app,"Set up, manage, and control your Google Home, Google Nest, and Chromecast devices, plus thousands of connected home products like lights, cameras, thermostats, and more – all from the Google Home app.

One view of your home.
The Home tab gives you shortcuts for the things you do most, like playing music or dimming the lights when you want to start a movie. Control it all with just a tap – and get to the good stuff faster. The Feed tab highlights the most important events in your home all in one place. Here you’ll also find ways to get more out of your devices and improve your home setup.

Create routines that allow you to turn on lights, check the weather, play the news, and more with one simple command.

See all the active audio and video streams on all your home devices in one place, change their volumes, skip to the next track, or quickly change which speakers they’re playing from.

Understand what’s going on at home with a glance. The Google Home app is designed to show you the status of your home and keep you up to date with what you missed. Check in on your home anytime and see a recap of recent events. You can also get a notification if something important happens while you’re away.

Set up your Nest Wifi in minutes using the Google Home app. Manage your network from your mobile device. Run speed tests, set up a guest network, and easily share your Wi-Fi password with family and friends. Decide which devices to prioritize for faster speeds and use parental controls like Wi-Fi pause to manage online time for the kids.

* Some products and features may not be available in all regions. Compatible devices required.","read the contents of your USB storage,modify or delete the contents of your USB storage,directly call phone numbers,find accounts on the device,add or remove accounts,find accounts on the device,view Wi-Fi connections,precise location (GPS and network-based),take pictures and videos,read the contents of your USB storage,modify or delete the contents of your USB storage,record audio,full network access,control vibration,connect and disconnect from Wi-Fi,access Bluetooth settings,run at startup,prevent device from sleeping,read Google service configuration,change network connectivity,pair with Bluetooth devices,view network connections,change your audio settings"
com.google.android.apps.translate,"• Text translation: Translate between 108 languages by typing
• Tap to Translate: Copy text in any app and tap the Google Translate icon to translate (all languages)
• Offline: Translate with no internet connection (59 languages)
• Instant camera translation: Translate text in images instantly by just pointing your camera (94 languages)
• Photos: Take or import photos for higher quality translations (90 languages)
• Conversations: Translate bilingual conversations on the fly (70 languages)
• Handwriting: Draw text characters instead of typing (96 languages)
• Phrasebook: Star and save translated words and phrases for future reference (all languages)
• Cross-device syncing: Login to sync phrasebook between app and desktop
• Transcribe: Continuously translate someone speaking a different language in near real-time (8 languages)

Translations between the following languages are supported:
Afrikaans, Albanian, Amharic, Arabic, Armenian, Azerbaijani, Basque, Belarusian, Bengali, Bosnian, Bulgarian, Catalan, Cebuano, Chichewa, Chinese (Simplified), Chinese (Traditional), Corsican, Croatian, Czech, Danish, Dutch, English, Esperanto, Estonian, Filipino, Finnish, French, Frisian, Galician, Georgian, German, Greek, Gujarati, Haitian Creole, Hausa, Hawaiian, Hebrew, Hindi, Hmong, Hungarian, Icelandic, Igbo, Indonesian, Irish, Italian, Japanese, Javanese, Kannada, Kazakh, Khmer, Kinyarwanda, Korean, Kurdish (Kurmanji), Kyrgyz, Lao, Latin, Latvian, Lithuanian, Luxembourgish, Macedonian, Malagasy, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Myanmar (Burmese), Nepali, Norwegian, Odia (Oriya), Pashto, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Samoan, Scots Gaelic, Serbian, Sesotho, Shona, Sindhi, Sinhala, Slovak, Slovenian, Somali, Spanish, Sundanese, Swahili, Swedish, Tajik, Tamil, Tatar, Telugu, Thai, Turkish, Turkmen, Ukrainian, Urdu, Uyghur, Uzbek, Vietnamese, Welsh, Xhosa, Yiddish, Yoruba, Zulu

Permissions Notice
Google Translate may ask for permission to access the following features:
• Microphone for speech translation
• Camera for translating text via the camera
• SMS for translating text messages
• External storage for downloading offline translation data
• Accounts and credentials for signing-in and syncing across devices","take pictures and videos,read your text messages (SMS or MMS),read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,read the contents of your USB storage,modify or delete the contents of your USB storage,record audio,find accounts on the device,add or remove accounts,find accounts on the device,run at startup,view network connections,pair with Bluetooth devices,draw over other apps,read Google service configuration,control Near Field Communication,use accounts on the device,change your audio settings,full network access,access Bluetooth settings,measure app storage space"
com.google.android.inputmethod.latin,"Gboard has everything you love about Google Keyboard—speed and reliability, Glide Typing, voice typing, and more

Glide Typing — Type faster by sliding your finger from letter to letter

Voice typing — Easily dictate text on the go

Handwriting* — Write in cursive and printed letters

Emoji Search* — Find that emoji, faster

GIFs* — Search and share GIFs for the perfect reaction.

Multilingual typing — No more switching between languages manually. Gboard will autocorrect and suggest from any of your enabled languages.

Google Translate — Translate as you type in the keyboard

* Not supported on Android Go devices
Hundreds of language varieties, including:
Afrikaans, Amharic, Arabic, Assamese, Azerbaijani, Bavarian, Bengali, Bhojpuri, Burmese, Cebuano, Chhattisgarhi, Chinese (Mandarin, Cantonese, and others), Chittagonian, Czech, Deccan, Dutch, English, Filipino, French, German, Greek, Gujarati, Hausa, Hindi, Igbo, Indonesian, Italian, Japanese, Javanese, Kannada, Khmer, Korean, Kurdish, Magahi, Maithili, Malay, Malayalam, Marathi, Nepali, Northern Sotho, Odia, Pashto, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Saraiki, Sindhi, Sinhala, Somali, Southern Sotho, Spanish, Sundanese, Swahili, Tamil, Telugu, Thai, Tswana, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese, Xhosa, Yoruba, Zulu, and many more! Visit https://goo.gl/fMQ85U for the full list of languages supported

Pro tips:
• Gesture cursor control: Slide your finger across the space bar to move the cursor
• Gesture delete: Slide left from the delete key to quickly delete multiple words
• Make the number row always available (enable in Settings → Preferences → Number Row)
• Symbols hints: Show quick hints on your keys to access symbols with a long press (enable in Settings → Preferences → Long press for symbols)
• One handed mode: On large screen phones, pin keyboard to the left or the right of the screen
• Themes: Choose your own theme, with or without key borders","read the contents of your USB storage,read your own contact card,find accounts on the device,find accounts on the device,read your contacts,record audio,view Wi-Fi connections,take pictures and videos,read the contents of your USB storage,full network access,control vibration,run at startup,add words to user-defined dictionary,prevent device from sleeping,read Google service configuration,view network connections,read terms you added to the dictionary,measure app storage space,use accounts on the device"
com.google.android.keep,"Quickly capture what’s on your mind and get a reminder later at the right place or time. Speak a voice memo on the go and have it automatically transcribed. Grab a photo of a poster, receipt or document and easily organize or find it later in search. Google Keep makes it easy to capture a thought or list for yourself, and share it with friends and family.
 
 Capture what’s on your mind
 • Add notes, lists and photos to Google Keep. Pressed for time? Record a voice memo and Keep will transcribe it so you can find it later.
 Share ideas with friends and family
 • Easily plan that surprise party by sharing your Keep notes with others and collaborating on them in real time.
 Find what you need, fast
 • Color and add labels to code notes to quickly organize and get on with your life. If you need to find something you saved, a simple search will turn it up.
 Always within reach
 • Keep works on your phone, tablet, computer and Android wearables. Everything you add syncs across all of your devices so your thoughts are always with you.
 The right note at the right time
 • Need to remember to pick up some groceries? Set a location-based reminder to pull up your grocery list right when you get to the store.
 Available everywhere
 • Try Google Keep on the web at http://keep.google.com and find it in the Chrome Web Store at http://g.co/keepinchrome.
 
 Permissions Notice
 Camera: This is used to attach images to notes in Keep.
 Contacts: This is used to share notes to contacts.
 Microphone: This is used to attach audio to notes.
 Location: This is used to set and fire location-based reminders.
 Storage: This is used to add attachments from storage to their notes.","precise location (GPS and network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,record audio,find accounts on the device,find accounts on the device,read your contacts,run at startup,view network connections,read Google service configuration,prevent device from sleeping,use accounts on the device,control vibration,toggle sync on and off,full network access,measure app storage space,read sync settings"
com.google.android.apps.docs.editors.slides,"Create, edit and collaborate with others on presentations from your Android phone or tablet with the Google Slides app. With Slides, you can:

- Create new presentations or edit existing files
- Share presentations and collaborate in the same presentation at the same time.
- Work anywhere, anytime - even offline
- Add and respond to comments.
- Add and rearrange slides, format text and shapes and more.
- Present straight from your mobile device.
- Never worry about losing your work – everything is saved automatically as you type.
- Make beautiful slides, instantly - with Explore.
- Present slides to video calls - scheduled meetings will automatically appear
- Open, edit and save PowerPoint files.

Permissions Notice
Calendar: This is used to join video calls from calendar invites.
Camera: This is used for camera mode in video calls and to insert images taken with the camera.
Contacts: This is used to give suggestions of people to add to files and share with.
Microphone: This is used to transmit audio in video calls.
Storage: This is used to insert images and to open files from USB or SD storage.","take pictures and videos,find accounts on the device,add or remove accounts,view Wi-Fi connections,read calendar events plus confidential information,read the contents of your USB storage,modify or delete the contents of your USB storage,record audio,find accounts on the device,read your contacts,read the contents of your USB storage,modify or delete the contents of your USB storage,view network connections,pair with Bluetooth devices,read Google service configuration,prevent device from sleeping,use accounts on the device,control vibration,toggle sync on and off,change your audio settings,full network access,measure app storage space,install shortcuts,read sync settings"
com.google.android.apps.meetings,"Securely connect, collaborate, and celebrate from anywhere. With Google Meet, everyone can safely create and join high-quality video meetings for groups of up to 250 people.

 • Meet safely - video meetings are encrypted in transit and our array of safety measures are continuously updated for added protection
• Host large meetings - invite up to 250 participants to a meeting, whether they’re in the same team or outside of your organization
• Easy access on any device - share a link and invite team members to join your conversations with one click from a web browser or the Google Meet mobile app
• Share your screen - present documents, slides, and more during your conference call.
• Participate in broadcasted events - teams, businesses, and schools can view and present in live-streamed events that include up to 100,000 in-domain viewers
• Record for later - for important events on your calendar, hit record while in the meeting and get the recording file straight from Google Drive
• Follow along - live, real-time captions powered by Google speech-to-text technology

Follow us for more:
Twitter: https://twitter.com/gsuite
Linkedin: https://www.linkedin.com/showcase/gsuite
Facebook: https://www.facebook.com/gsuitebygoogle/","read your contacts,find accounts on the device,view Wi-Fi connections,directly call phone numbers,add or remove accounts,find accounts on the device,record audio,take pictures and videos,full network access,create accounts and set passwords,use accounts on the device,pair with Bluetooth devices,view network connections,prevent device from sleeping,read Google service configuration,change network connectivity,run at startup,measure app storage space,change your audio settings"
com.google.android.apps.youtube.kids,"A video app made just for kids
YouTube Kids was created to give kids a more contained environment that makes it simpler and more fun for them to explore on their own, and easier for parents and caregivers to guide their journey as they discover new and exciting interests along the way. Learn more at youtube.com/kids

A safer online experience for kids
We work hard to keep the videos on YouTube Kids family-friendly and use a mix of automated filters built by our engineering teams, human review, and feedback from parents to protect our youngest users online.  But no system is perfect and inappropriate videos can slip through, so we’re constantly working to improve our safeguards and offer more features to help parents create the right experience for their families.

Customize your child’s experience with Parental Controls
Limit screen time: Set a time limit for how long your kids can watch and help encourage their transition from watching to doing.
Keep up with what they watch: Simply check the watch it again page and you’ll always know what they’ve watched and the newest interests they’re exploring.
Blocking: Don’t like a video? Block the video or whole channel, and never see it again. 
Flagging: You can always alert us to inappropriate content by flagging a video for review. Flagged videos are reviewed 24 hours a day, seven days a week.

Create individual experiences as unique as your kids
Create up to eight kid profiles, each with their own viewing preferences, video recommendations, and settings. Choose from ""Approved Content Only"" mode or select an age category that fits your child, ""Preschool"", ""Younger"", or ""Older"". 

Select the ""Approved Content Only"" mode if you want to handpick the videos, channels and/or collections that you’ve approved your child to watch. In this mode, kids won’t be able to search for videos.The ""Preschool"" Mode designed for kids 4 and under curates videos that promote creativity, playfulness, learning, and exploration. The ""Younger"" Mode allows kids 5-7 to explore their interests in a wide variety of topics including songs, cartoons, and crafts. While our ""Older"" Mode gives kids 8 and up the chance to search and explore additional content such as popular music and gaming videos for kids. 

All kinds of videos for all kinds of kids 
Our library is filled with family-friendly videos on all different topics, igniting your kids’ inner creativity and playfulness. It’s everything from their favorite shows and music to learning how to build a model volcano (or make slime ;-), and everything in between. 

Other important information:
Parental setup is needed to ensure the best experience possible for your kid.
YouTube Kids contains paid ads in order to offer the app for free. Your kid may also see videos with commercial content from YouTube creators that are not paid ads.The Privacy Notice for Google Accounts managed with Family Link describes our privacy practices when your kid uses YouTube Kids with their Google Account. When your kid uses YouTube Kids without signing into their Google Account, the YouTube Kids Privacy Notice applies.","find accounts on the device,record audio,find accounts on the device,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,view Wi-Fi connections,draw over other apps,prevent device from sleeping,run at startup,view network connections,full network access,read Google service configuration,measure app storage space"
